cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv
00000050361912,00000050,3619,12
00000089560412,00000089,5604,12
00000090149113,00000090,1491,13
00000012216213,00000012,2162,13
00000046722912,00000046,7229,12
00000000131113,00000000,1311,13
00000047568313,00000047,5683,13
00000004167512,00000004,1675,12
00000073194613,00000073,1946,13
00000021308712,00000021,3087,12
00000018494513,00000018,4945,13
00000077097413,00000077,0974,13
00000082017612,00000082,0176,12
00000053219912,00000053,2199,12
00000057642413,00000057,6424,13
00000031732913,00000031,7329,13
00000045505112,00000045,5051,12
00000038937112,00000038,9371,12
00000033569712,00000033,5697,12
00000058322513,00000058,3225,13
00000017536613,00000017,5366,13
00000015692713,00000015,6927,13
00000017033913,00000017,0339,13
00000028744313,00000028,7443,13
00000066607213,00000066,6072,13
00000015938212,00000015,9382,12
00000032538412,00000032,5384,12
00000003799512,00000003,7995,12
00000043241513,00000043,2415,13
00000021577312,00000021,5773,12
00000059409613,00000059,4096,13
00000084683413,00000084,6834,13
00000066975812,00000066,9758,12
00000095657411,00000095,6574,11
00000061454413,00000061,4544,13
00000046770211,00000046,7702,11
00000023138413,00000023,1384,13
00000020287713,00000020,2877,13
00000001807313,00000001,8073,13
00000083303413,00000083,3034,13
00000011234913,00000011,2349,13
00000015122213,00000015,1222,13
00000014646313,00000014,6463,13
00000040760213,00000040,7602,13
00000053244912,00000053,2449,12
00000020901313,00000020,9013,13
00000004041812,00000004,0418,12
00000037770413,00000037,7704,13
00000013053313,00000013,0533,13
00000014419113,00000014,4191,13
00000070611212,00000070,6112,12
00000045992713,00000045,9927,13
00000072582112,00000072,5821,12
00000028131813,00000028,1318,13
00000070639312,00000070,6393,12
00000081611912,00000081,6119,12
00000014359813,00000014,3598,13
00000069827412,00000069,8274,12
00000017227712,00000017,2277,12
00000003518712,00000003,5187,12
00000018206213,00000018,2062,13
00000033546512,00000033,5465,12
00000003977412,00000003,9774,12
00000074086112,00000074,0861,12
00000025560612,00000025,5606,12
00000089790413,00000089,7904,13
00000027657513,00000027,6575,13
00000001733313,00000001,7333,13
00000033130513,00000033,1305,13
00000005437113,00000005,4371,13
00000020514713,00000020,5147,13
00000071966113,00000071,9661,13
00000047856113,00000047,8561,13
00000090157113,00000090,1571,13
00000045176913,00000045,1769,13
00000095483312,00000095,4833,12
00000034972113,00000034,9721,13
00000030511813,00000030,5118,13
00000021753713,00000021,7537,13
00000009321112,00000009,3211,12
00000025436113,00000025,4361,13
00000015472513,00000015,4725,13
00000034051113,00000034,0511,13
00000095943112,00000095,9431,12
00000043338813,00000043,3388,13
00000000408313,00000000,4083,13
00000000213312,00000000,2133,12
00000029093913,00000029,0939,13
00000009007112,00000009,0071,12
00000023359113,00000023,3591,13
00000004402613,00000004,4026,13
00000027274213,00000027,2742,13
00000081853612,00000081,8536,12
00000053492513,00000053,4925,13
00000096143512,00000096,1435,12
00000052583212,00000052,5832,12
00000082236112,00000082,2361,12
00080671002153,00080671,0021,53
00000024443613,00000024,4436,13
00000049976313,00000049,9763,13
00000061356513,00000061,3565,13
00000072493812,00000072,4938,12
00000015949912,00000015,9499,12
00000066380113,00000066,3801,13
00000032376312,00000032,3763,12
00000093949112,00000093,9491,12
00000052769612,00000052,7696,12
00000052928713,00000052,9287,13
00000038358312,00000038,3583,12
00000029617613,00000029,6176,13
00000021498513,00000021,4985,13
00000003077813,00000003,0778,13
00000073914812,00000073,9148,12
00000017887413,00000017,8874,13
00000067717411,00000067,7174,11
00000076109613,00000076,1096,13
00000001026313,00000001,0263,13
00000035434913,00000035,4349,13
00000061513412,00000061,5134,12
00000070356413,00000070,3564,13
00000024231813,00000024,2318,13
00000048424813,00000048,4248,13
00000058639212,00000058,6392,12
00000009397412,00000009,3974,12
00000023030612,00000023,0306,12
00000087973412,00000087,9734,12
00000011447313,00000011,4473,13
00000089171213,00000089,1712,13
00000083969412,00000083,9694,12
00000038067812,00000038,0678,12
00000048838413,00000048,8384,13
00000079764613,00000079,7646,13
00000054509813,00000054,5098,13
00000045961812,00000045,9618,12
00000013244713,00000013,2447,13
00000020388113,00000020,3881,13
00000021286613,00000021,2866,13
00000065314911,00000065,3149,11
00000032492413,00000032,4924,13
00000054651313,00000054,6513,13
00000029639913,00000029,6399,13
00000053744412,00000053,7444,12
00000033458513,00000033,4585,13
00000044013213,00000044,0132,13
00000005430513,00000005,4305,13
00000004700312,00000004,7003,12
00000061014712,00000061,0147,12
00000012919813,00000012,9198,13
00000031229713,00000031,2297,13
00000023228513,00000023,2285,13
00000083951213,00000083,9512,13
00000000805512,00000000,8055,12
00000023700812,00000023,7008,12
00000013057413,00000013,0574,13
00000031995713,00000031,9957,13
00000017246613,00000017,2466,13
00000045077412,00000045,0774,12
00000046762412,00000046,7624,12
00000044977612,00000044,9776,12
00000019691812,00000019,6918,12
00000001618212,00000001,6182,12
00000062158612,00000062,1586,12
00000030630612,00000030,6306,12
00000016930313,00000016,9303,13
00000027340212,00000027,3402,12
00000017070413,00000017,0704,13
00000033873613,00000033,8736,13
00000070639412,00000070,6394,12
00000005436612,00000005,4366,12
00000002337313,00000002,3373,13
00000033888511,00000033,8885,11
00000050272713,00000050,2727,13
00000003991812,00000003,9918,12
00000016692313,00000016,6923,13
00000062859713,00000062,8597,13
00000095575912,00000095,5759,12
00000065940913,00000065,9409,13
00000095595112,00000095,5951,12
00000080410313,00000080,4103,13
00000020419913,00000020,4199,13
00000096158512,00000096,1585,12
00000031296812,00000031,2968,12
00000015815513,00000015,8155,13
00000010199313,00000010,1993,13
00000029229113,00000029,2291,13
00000096735813,00000096,7358,13
00000000172313,00000000,1723,13
00000034734712,00000034,7347,12
00000054907512,00000054,9075,12
00000010413613,00000010,4136,13
00000052099413,00000052,0994,13
00000034486113,00000034,4861,13
00000021129612,00000021,1296,12
00000018994112,00000018,9941,12
00000001331113,00000001,3311,13
00000004223413,00000004,2234,13
00000053172513,00000053,1725,13
00000039325413,00000039,3254,13
00000074075712,00000074,0757,12
00000017950113,00000017,9501,13
00000069773712,00000069,7737,12
00000030870412,00000030,8704,12
00000051775713,00000051,7757,13
00000007783813,00000007,7838,13
00000081938612,00000081,9386,12
00000026803113,00000026,8031,13
00000044720213,00000044,7202,13
00000021455813,00000021,4558,13
00000017884113,00000017,8841,13
00000022432813,00000022,4328,13
00000075809413,00000075,8094,13
00000023274213,00000023,2742,13
00000023433213,00000023,4332,13
00000010226413,00000010,2264,13
00000004180513,00000004,1805,13
00000012924613,00000012,9246,13
00000014804613,00000014,8046,13
00000029141813,00000029,1418,13
00000018927312,00000018,9273,12
00000064490711,00000064,4907,11
00000016505413,00000016,5054,13
00000028152713,00000028,1527,13
00000030540313,00000030,5403,13
00000037065413,00000037,0654,13
00000010932713,00000010,9327,13
00000015148413,00000015,1484,13
00000021613413,00000021,6134,13
00000016935713,00000016,9357,13
00000006345613,00000006,3456,13
00000051583412,00000051,5834,12
00000010465813,00000010,4658,13
00000072686111,00000072,6861,11
00000016189812,00000016,1898,12
00000026612112,00000026,6121,12
00000041654311,00000041,6543,11
00000042104212,00000042,1042,12
00000017917412,00000017,9174,12
00000075958913,00000075,9589,13
00000046001513,00000046,0015,13
00000038479713,00000038,4797,13
00000078543312,00000078,5433,12
00000076987513,00000076,9875,13
00000000176812,00000000,1768,12
00000044406913,00000044,4069,13
00000030683513,00000030,6835,13
00000020279512,00000020,2795,12
00000053155313,00000053,1553,13
00000015563813,00000015,5638,13
00000000465713,00000000,4657,13
00000055340913,00000055,3409,13
00000077772712,00000077,7727,12
00000007222312,00000007,2223,12
00000080352812,00000080,3528,12
00000095493712,00000095,4937,12
00000069838812,00000069,8388,12
00000017780213,00000017,7802,13
00000037764113,00000037,7641,13
00000031322512,00000031,3225,12
00000071873312,00000071,8733,12
00000046020913,00000046,0209,13
00000043021913,00000043,0219,13
00000030983613,00000030,9836,13
00000066626913,00000066,6269,13
00000013255713,00000013,2557,13
00000058525213,00000058,5252,13
00000032063213,00000032,0632,13
00000031356813,00000031,3568,13
00000088313913,00000088,3139,13
00000061693513,00000061,6935,13
00000009755113,00000009,7551,13
00000096062612,00000096,0626,12
00000044442212,00000044,4422,12
00000003568512,00000003,5685,12
00000059686812,00000059,6868,12
00000015287313,00000015,2873,13
00000033325213,00000033,3252,13
00000045217913,00000045,2179,13
00000021487713,00000021,4877,13
00000071441713,00000071,4417,13
00000038019212,00000038,0192,12
00000072770913,00000072,7709,13
00000062546413,00000062,5464,13
00000020469113,00000020,4691,13
00000060755513,00000060,7555,13
00000021255613,00000021,2556,13
00000019371613,00000019,3716,13
00000080936712,00000080,9367,12
00000070955112,00000070,9551,12
00000030172913,00000030,1729,13
00000013345113,00000013,3451,13
00000087144412,00000087,1444,12
00000011888312,00000011,8883,12
00000054826113,00000054,8261,13
00000052618312,00000052,6183,12
00000017452513,00000017,4525,13
00000026850213,00000026,8502,13
00000051466313,00000051,4663,13
00000041542313,00000041,5423,13
00000001199713,00000001,1997,13
00000041549712,00000041,5497,12
00000008955812,00000008,9558,12
00000029300413,00000029,3004,13
00000073615812,00000073,6158,12
00000041235813,00000041,2358,13
00000060723113,00000060,7231,13
00000052873413,00000052,8734,13
00000012010412,00000012,0104,12
00000075265612,00000075,2656,12
00000021483413,00000021,4834,13
00000064502313,00000064,5023,13
00000015376213,00000015,3762,13
00000006886313,00000006,8863,13
00000034655412,00000034,6554,12
00000023704613,00000023,7046,13
00000002299113,00000002,2991,13
00000032923213,00000032,9232,13
00000033919912,00000033,9199,12
00000082133612,00000082,1336,12
00000023607513,00000023,6075,13
00000000195613,00000000,1956,13
00000022495112,00000022,4951,12
00000018715613,00000018,7156,13
00000057566412,00000057,5664,12
00000051109312,00000051,1093,12
00000028701212,00000028,7012,12
00000026242113,00000026,2421,13
00000074814512,00000074,8145,12
00000034636613,00000034,6366,13
00000002178813,00000002,1788,13
00000092402912,00000092,4029,12
00000094813113,00000094,8131,13
00000004739913,00000004,7399,13
00000030713812,00000030,7138,12
00000010713113,00000010,7131,13
00000041401612,00000041,4016,12
00000076629712,00000076,6297,12
00000060398413,00000060,3984,13
00000019979913,00000019,9799,13
00000010481113,00000010,4811,13
00000056441312,00000056,4413,12
00000051689913,00000051,6899,13
00000014767113,00000014,7671,13
00000019567413,00000019,5674,13
00000082096313,00000082,0963,13
00000077049112,00000077,0491,12
00000011458212,00000011,4582,12
00000024475813,00000024,4758,13
00000011855413,00000011,8554,13
00000008729613,00000008,7296,13
00000059753212,00000059,7532,12
00096328371349,00096328,3713,49
00000075912612,00000075,9126,12
00000013305213,00000013,3052,13
00041745833315,00041745,8333,15
00000035366212,00000035,3662,12
00000000840113,00000000,8401,13
00000095569612,00000095,5696,12
00000003581712,00000003,5817,12
00000077883313,00000077,8833,13
00000011755813,00000011,7558,13
00000054423913,00000054,4239,13
00000025993512,00000025,9935,12
00000029499912,00000029,4999,12
00000017441813,00000017,4418,13
00000093094613,00000093,0946,13
00000074891112,00000074,8911,12
00000092769513,00000092,7695,13
00000023201313,00000023,2013,13
00000005760412,00000005,7604,12
00000052763112,00000052,7631,12
00000066352912,00000066,3529,12
00000024321413,00000024,3214,13
00000026570212,00000026,5702,12
00000037813213,00000037,8132,13
00000094674712,00000094,6747,12
00000013520813,00000013,5208,13
00000018513313,00000018,5133,13
00000003379813,00000003,3798,13
00000093567412,00000093,5674,12
00000095417812,00000095,4178,12
00000072981312,00000072,9813,12
00000045776113,00000045,7761,13
00000033813913,00000033,8139,13
00000035324512,00000035,3245,12
00000003583513,00000003,5835,13
00000035482812,00000035,4828,12
00000010665613,00000010,6656,13
00000025239613,00000025,2396,13
00000016433613,00000016,4336,13
00000010922813,00000010,9228,13
00000048007912,00000048,0079,12
00000016726313,00000016,7263,13
00000013164413,00000013,1644,13
00000050318513,00000050,3185,13
00000049221313,00000049,2213,13
00000019201113,00000019,2011,13
00000056463312,00000056,4633,12
00000057420613,00000057,4206,13
00000011830813,00000011,8308,13
00000017168913,00000017,1689,13
00000079444212,00000079,4442,12
00000026178613,00000026,1786,13
00000052771513,00000052,7715,13
00000072412213,00000072,4122,13
00000072094712,00000072,0947,12
00000073203912,00000073,2039,12
00000039980213,00000039,9802,13
00000033504913,00000033,5049,13
00000009077511,00000009,0775,11
00000045987113,00000045,9871,13
00000089823913,00000089,8239,13
00000014919713,00000014,9197,13
00000075708312,00000075,7083,12
00000014755213,00000014,7552,13
00000095818413,00000095,8184,13
00000021157113,00000021,1571,13
00000013096113,00000013,0961,13
00000017447613,00000017,4476,13
00000065364613,00000065,3646,13
00000004866113,00000004,8661,13
00000044632313,00000044,6323,13
00000047937713,00000047,9377,13
00000092330813,00000092,3308,13
00000042849513,00000042,8495,13
00000016703913,00000016,7039,13
00000076315712,00000076,3157,12
00000095802512,00000095,8025,12
00000053794113,00000053,7941,13
00000011995113,00000011,9951,13
00000022098211,00000022,0982,11
00000026582413,00000026,5824,13
00000012447113,00000012,4471,13
00000079198612,00000079,1986,12
00000013132313,00000013,1323,13
00000005553312,00000005,5533,12
00000036149312,00000036,1493,12
00000031643913,00000031,6439,13
00000093272112,00000093,2721,12
00000028434313,00000028,4343,13
00000055958313,00000055,9583,13
00000043944913,00000043,9449,13
00000005959813,00000005,9598,13
00000018318212,00000018,3182,12
00000081669512,00000081,6695,12
00000015527113,00000015,5271,13
00000028541213,00000028,5412,13
00000034790313,00000034,7903,13
00000017340113,00000017,3401,13
00000011603913,00000011,6039,13
00000056482312,00000056,4823,12
00000036853313,00000036,8533,13
00000039978813,00000039,9788,13
00000080418213,00000080,4182,13
00000047397212,00000047,3972,12
00000008191912,00000008,1919,12
00000033541413,00000033,5414,13
00000011364613,00000011,3646,13
00000033049513,00000033,0495,13
00000096178213,00000096,1782,13
00000026614313,00000026,6143,13
00000033230313,00000033,2303,13
00000051413913,00000051,4139,13
00000028606613,00000028,6066,13
00000060997913,00000060,9979,13
00000037055413,00000037,0554,13
00000031675713,00000031,6757,13
00000074979912,00000074,9799,12
00000053542712,00000053,5427,12
00000047418112,00000047,4181,12
00000014030313,00000014,0303,13
00000028133613,00000028,1336,13
00000071502312,00000071,5023,12
00000042934513,00000042,9345,13
00000017766813,00000017,7668,13
00000054290213,00000054,2902,13
00000013471613,00000013,4716,13
00000012475813,00000012,4758,13
00000033489413,00000033,4894,13
00000045025712,00000045,0257,12
00000096337312,00000096,3373,12
00000020330613,00000020,3306,13
00000020321713,00000020,3217,13
00000059358813,00000059,3588,13
00000037082613,00000037,0826,13
00000037883612,00000037,8836,12
00000019340513,00000019,3405,13
00000015102913,00000015,1029,13
00000061460313,00000061,4603,13
00000024899912,00000024,8999,12
00000086730312,00000086,7303,12
00000078319312,00000078,3193,12
00000060594513,00000060,5945,13
00000054324213,00000054,3242,13
00000004436313,00000004,4363,13
00000026673313,00000026,6733,13
00000060820313,00000060,8203,13
00000019004613,00000019,0046,13
00000043776613,00000043,7766,13
00000052525812,00000052,5258,12
00000005476112,00000005,4761,12
00000011069413,00000011,0694,13
00000010218213,00000010,2182,13
00000044394213,00000044,3942,13
00000008693812,00000008,6938,12
00000050269212,00000050,2692,12
00000014672413,00000014,6724,13
00000003126913,00000003,1269,13
00000027203713,00000027,2037,13
00000067171813,00000067,1718,13
00000012441513,00000012,4415,13
00000002075713,00000002,0757,13
00000023781113,00000023,7811,13
00000041820713,00000041,8207,13
00000010536413,00000010,5364,13
00000027390213,00000027,3902,13
00000012393313,00000012,3933,13
00000032142513,00000032,1425,13
00000089308712,00000089,3087,12
00000021260112,00000021,2601,12
00000099084211,00000099,0842,11
00000010428113,00000010,4281,13
00000001170812,00000001,1708,12
00000026733813,00000026,7338,13
00000003227913,00000003,2279,13
00000062004713,00000062,0047,13
00000068499912,00000068,4999,12
00000001432613,00000001,4326,13
00000020862613,00000020,8626,13
00000076807112,00000076,8071,12
00000027317513,00000027,3175,13
00000027091612,00000027,0916,12
00000085858212,00000085,8582,12
00000013424413,00000013,4244,13
00000060878812,00000060,8788,12
00000083060313,00000083,0603,13
00000034352112,00000034,3521,12
00000073584213,00000073,5842,13
00000023601212,00000023,6012,12
00000032265513,00000032,2655,13
00000011107113,00000011,1071,13
00000056036312,00000056,0363,12
00000000793612,00000000,7936,12
00000010875713,00000010,8757,13
00000053310913,00000053,3109,13
00000096232912,00000096,2329,12
00000052671812,00000052,6718,12
00000054481313,00000054,4813,13
00000027974812,00000027,9748,12
00000073920911,00000073,9209,11
00000032205213,00000032,2052,13
00000088276812,00000088,2768,12
00000034707612,00000034,7076,12
00000020165112,00000020,1651,12
00000060302812,00000060,3028,12
00000014759712,00000014,7597,12
00000041408813,00000041,4088,13
00000049796912,00000049,7969,12
00000011975513,00000011,9755,13
00000030051212,00000030,0512,12
00000018981813,00000018,9818,13
00000048132313,00000048,1323,13
00000035819912,00000035,8199,12
00000084301712,00000084,3017,12
00000030019313,00000030,0193,13
00000095530812,00000095,5308,12
00000017915313,00000017,9153,13
00000033805813,00000033,8058,13
00000010827613,00000010,8276,13
00000020094613,00000020,0946,13
00000021175213,00000021,1752,13
00000027871312,00000027,8713,12
00000014898613,00000014,8986,13
00000010203213,00000010,2032,13
00000010391213,00000010,3912,13
00000034114513,00000034,1145,13
00000035031512,00000035,0315,12
00000046093413,00000046,0934,13
00000056340213,00000056,3402,13
00000036154212,00000036,1542,12
00000011243813,00000011,2438,13
00000038948813,00000038,9488,13
00000056209313,00000056,2093,13
00000028089513,00000028,0895,13
00000029064413,00000029,0644,13
00000003232113,00000003,2321,13
00000030538113,00000030,5381,13
00000010429913,00000010,4299,13
00000001989313,00000001,9893,13
00000062862513,00000062,8625,13
00000076549913,00000076,5499,13
00000084098413,00000084,0984,13
00000019022713,00000019,0227,13
00000084924413,00000084,9244,13
00000003861913,00000003,8619,13
00000038729812,00000038,7298,12
00000011220213,00000011,2202,13
00000039182412,00000039,1824,12
00000019231912,00000019,2319,12
00000028689813,00000028,6898,13
00000017200913,00000017,2009,13
00000041022712,00000041,0227,12
00000016750613,00000016,7506,13
00000064700713,00000064,7007,13
00000026816413,00000026,8164,13
00000095630912,00000095,6309,12
00000002910212,00000002,9102,12
00000034754212,00000034,7542,12
00000031016813,00000031,0168,13
00000045773613,00000045,7736,13
00000060343813,00000060,3438,13
00000018591813,00000018,5918,13
00000034632813,00000034,6328,13
00000035542112,00000035,5421,12
00000087038712,00000087,0387,12
00000032285513,00000032,2855,13
00000020445113,00000020,4451,13
00000049401513,00000049,4015,13
00000078348912,00000078,3489,12
00000040102713,00000040,1027,13
00000014610413,00000014,6104,13
00000063310413,00000063,3104,13
00000040946212,00000040,9462,12
00000011244113,00000011,2441,13
00000068260413,00000068,2604,13
00000093029312,00000093,0293,12
00000058138113,00000058,1381,13
00000080078512,00000080,0785,12
00000041414513,00000041,4145,13
00000023186213,00000023,1862,13
00000084818212,00000084,8182,12
00000018449513,00000018,4495,13
00000010795413,00000010,7954,13
00000004287713,00000004,2877,13
00000023821112,00000023,8211,12
00000061584213,00000061,5842,13
00000012259913,00000012,2599,13
00000038056413,00000038,0564,13
00000079221412,00000079,2214,12
00000007490411,00000007,4904,11
00000034778613,00000034,7786,13
00000087135112,00000087,1351,12
00000052468213,00000052,4682,13
00000031134913,00000031,1349,13
00000010458413,00000010,4584,13
00000015482313,00000015,4823,13
00000055329313,00000055,3293,13
00000034730613,00000034,7306,13
00000084814512,00000084,8145,12
00000058326512,00000058,3265,12
00000010617313,00000010,6173,13
00000027426213,00000027,4262,13
00000047477912,00000047,4779,12
00000074236513,00000074,2365,13
00000010256313,00000010,2563,13
00000002216913,00000002,2169,13
00000037480913,00000037,4809,13
00000004364713,00000004,3647,13
00000024797213,00000024,7972,13
00000008025312,00000008,0253,12
00000015571112,00000015,5711,12
00000023005713,00000023,0057,13
00000024404812,00000024,4048,12
00000068797713,00000068,7977,13
00000013211411,00000013,2114,11
00000010280813,00000010,2808,13
00000014780612,00000014,7806,12
00000000081112,00000000,0811,12
00000086252512,00000086,2525,12
00000095722212,00000095,7222,12
00000028568413,00000028,5684,13
00000055231513,00000055,2315,13
00000041728812,00000041,7288,12
00000012762813,00000012,7628,13
00000025662912,00000025,6629,12
00000050972813,00000050,9728,13
00000067534913,00000067,5349,13
00000028122913,00000028,1229,13
00000011229313,00000011,2293,13
00000015147113,00000015,1471,13
00000038484112,00000038,4841,12
00000047213511,00000047,2135,11
00000031059313,00000031,0593,13
00000034803413,00000034,8034,13
00000080349912,00000080,3499,12
00000020785612,00000020,7856,12
00000044209212,00000044,2092,12
00000044882912,00000044,8829,12
00000037945512,00000037,9455,12
00000036556913,00000036,5569,13
00000016774813,00000016,7748,13
00000040473413,00000040,4734,13
00000040912513,00000040,9125,13
00000019558813,00000019,5588,13
00000070206313,00000070,2063,13
00000084507913,00000084,5079,13
00000022635213,00000022,6352,13
00000010529913,00000010,5299,13
00000037454913,00000037,4549,13
00000030398513,00000030,3985,13
00000088625711,00000088,6257,11
00000038612412,00000038,6124,12
00000040731713,00000040,7317,13
00000079270611,00000079,2706,11
00000030094913,00000030,0949,13
00000029363413,00000029,3634,13
00000003221812,00000003,2218,12
00000010965713,00000010,9657,13
00000014793613,00000014,7936,13
00000050732312,00000050,7323,12
00000023065813,00000023,0658,13
00000036376813,00000036,3768,13
00000016904113,00000016,9041,13
00000051383813,00000051,3838,13
00000062325912,00000062,3259,12
00000086883212,00000086,8832,12
00000045454213,00000045,4542,13
00000036393613,00000036,3936,13
00000062483912,00000062,4839,12
00000001296313,00000001,2963,13
00000052191713,00000052,1917,13
00000047006813,00000047,0068,13
00000055727213,00000055,7272,13
00000012082913,00000012,0829,13
00000004788613,00000004,7886,13
00000026893713,00000026,8937,13
00000020480513,00000020,4805,13
00000021553213,00000021,5532,13
00000032343113,00000032,3431,13
00000076825312,00000076,8253,12
00000024474913,00000024,4749,13
00000053769813,00000053,7698,13
00000071405312,00000071,4053,12
00000031076913,00000031,0769,13
00000033051613,00000033,0516,13
00000036555413,00000036,5554,13
00000075712912,00000075,7129,12
00000011474513,00000011,4745,13
00000046370312,00000046,3703,12
00000044939812,00000044,9398,12
00000013861313,00000013,8613,13
00000066473613,00000066,4736,13
00000004029612,00000004,0296,12
00000056998413,00000056,9984,13
00000006432513,00000006,4325,13
00000060933613,00000060,9336,13
00000050308113,00000050,3081,13
00000075125212,00000075,1252,12
00000028942113,00000028,9421,13
00000088356712,00000088,3567,12
00000000489313,00000000,4893,13
00000056840812,00000056,8408,12
00000033673713,00000033,6737,13
00000097528313,00000097,5283,13
00000082012612,00000082,0126,12
00000013513213,00000013,5132,13
00000088037112,00000088,0371,12
00000055309112,00000055,3091,12
00000047603612,00000047,6036,12
00000013956512,00000013,9565,12
00000047603512,00000047,6035,12
00000010760213,00000010,7602,13
00000041689212,00000041,6892,12
00000024665213,00000024,6652,13
00000055898813,00000055,8988,13
00000021821413,00000021,8214,13
00000050983512,00000050,9835,12
00000041434613,00000041,4346,13
00000010713512,00000010,7135,12
00000018607513,00000018,6075,13
00000023075713,00000023,0757,13
00000013566913,00000013,5669,13
00000034842912,00000034,8429,12
00000034618812,00000034,6188,12
00000053311413,00000053,3114,13
00000013579813,00000013,5798,13
00000044487212,00000044,4872,12
00000055018913,00000055,0189,13
00000002724213,00000002,7242,13
00000033431913,00000033,4319,13
00000047719513,00000047,7195,13
00000072271713,00000072,2717,13
00000017750913,00000017,7509,13
00000062166912,00000062,1669,12
00000000001413,00000000,0014,13
00000001442813,00000001,4428,13
00000087533813,00000087,5338,13
00000044295312,00000044,2953,12
00000021551713,00000021,5517,13
00000012213413,00000012,2134,13
00000022482213,00000022,4822,13
00000027487713,00000027,4877,13
00000017101113,00000017,1011,13
00000033309413,00000033,3094,13
00000087291212,00000087,2912,12
00000016127413,00000016,1274,13
00000037891513,00000037,8915,13
00000047602612,00000047,6026,12
00000032205913,00000032,2059,13
00000004027113,00000004,0271,13
00000034564213,00000034,5642,13
00000095965612,00000095,9656,12
00000065035213,00000065,0352,13
00000008635712,00000008,6357,12
00000001143513,00000001,1435,13
00000086938413,00000086,9384,13
00000017966913,00000017,9669,13
00000017997413,00000017,9974,13
00000024987112,00000024,9871,12
00000028890713,00000028,8907,13
00000023293112,00000023,2931,12
00000017350213,00000017,3502,13
00000036770613,00000036,7706,13
00000012149213,00000012,1492,13
00000093780112,00000093,7801,12
00000048925513,00000048,9255,13
00000017466113,00000017,4661,13
00000018103213,00000018,1032,13
00000013410313,00000013,4103,13
00000080154112,00000080,1541,12
00000007632512,00000007,6325,12
00000001676912,00000001,6769,12
00000059782612,00000059,7826,12
00000097338113,00000097,3381,13
00000028924813,00000028,9248,13
00000029765812,00000029,7658,12
00000022226213,00000022,2262,13
00000033556313,00000033,5563,13
00000014622912,00000014,6229,12
00000056006312,00000056,0063,12
00000045866313,00000045,8663,13
00000053571213,00000053,5712,13
00000052067312,00000052,0673,12
00000014644212,00000014,6442,12
00000046090213,00000046,0902,13
00000046887113,00000046,8871,13
00000034404413,00000034,4044,13
00000043257713,00000043,2577,13
00000093853712,00000093,8537,12
00000085400512,00000085,4005,12
00000034610812,00000034,6108,12
00000025052713,00000025,0527,13
00000095865613,00000095,8656,13
00000023111212,00000023,1112,12
00000004327813,00000004,3278,13
00000052889213,00000052,8892,13
00022303219353,00022303,2193,53
00000010212713,00000010,2127,13
00000042189512,00000042,1895,12
00000017416713,00000017,4167,13
00000001945113,00000001,9451,13
00000070758112,00000070,7581,12
00000041221513,00000041,2215,13
00000054082512,00000054,0825,12
00000073727912,00000073,7279,12
00000013524213,00000013,5242,13
00000063622711,00000063,6227,11
00000020847312,00000020,8473,12
00000057268713,00000057,2687,13
00000000912212,00000000,9122,12
00000035224613,00000035,2246,13
00000020980313,00000020,9803,13
00000041426513,00000041,4265,13
00000034192912,00000034,1929,12
00000020331312,00000020,3313,12
00000016625213,00000016,6252,13
00000055078813,00000055,0788,13
00000005996513,00000005,9965,13
00000016669713,00000016,6697,13
00000010728913,00000010,7289,13
00000040884413,00000040,8844,13
00000010587213,00000010,5872,13
00000011821713,00000011,8217,13
00000004340713,00000004,3407,13
00000018224113,00000018,2241,13
00000037589213,00000037,5892,13
00000028952613,00000028,9526,13
00000061442713,00000061,4427,13
00000047340913,00000047,3409,13
00000082647913,00000082,6479,13
00000013631313,00000013,6313,13
00000016733713,00000016,7337,13
00000001571712,00000001,5717,12
00000041940713,00000041,9407,13
00000015072813,00000015,0728,13
00000014671613,00000014,6716,13
00000039115513,00000039,1155,13
00000082291612,00000082,2916,12
00000060960513,00000060,9605,13
00000013202713,00000013,2027,13
00000089850313,00000089,8503,13
00000018385113,00000018,3851,13
00000044235413,00000044,2354,13
00000025062612,00000025,0626,12
00000024618813,00000024,6188,13
00000058669812,00000058,6698,12
00000010661313,00000010,6613,13
00000028775213,00000028,7752,13
00000084079212,00000084,0792,12
00000037440113,00000037,4401,13
00000008868112,00000008,8681,12
00000013348111,00000013,3481,11
00000002054213,00000002,0542,13
00000029959913,00000029,9599,13
00000036195313,00000036,1953,13
00000028259413,00000028,2594,13
00000076055612,00000076,0556,12
00000072302413,00000072,3024,13
00000002785213,00000002,7852,13
00000028150713,00000028,1507,13
00000043875113,00000043,8751,13
00000032900113,00000032,9001,13
00000010941613,00000010,9416,13
00000065482213,00000065,4822,13
00000010683813,00000010,6838,13
00000007335312,00000007,3353,12
00000036448113,00000036,4481,13
00000028286113,00000028,2861,13
00000081433412,00000081,4334,12
00000055534513,00000055,5345,13
00000005880413,00000005,8804,13
00000041696413,00000041,6964,13
00000036623512,00000036,6235,12
00000020885812,00000020,8858,12
00000023212413,00000023,2124,13
00000036671312,00000036,6713,12
00000036457513,00000036,4575,13
00000010436413,00000010,4364,13
00000078958713,00000078,9587,13
00000051680713,00000051,6807,13
00000001117113,00000001,1171,13
00000006530713,00000006,5307,13
