cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,situacao_cadastral,uf,municipio,cnae_fiscal_principal,cnae_principal_descricao,cnae_fiscal_secundaria
24606519000186,24606519,0001,86,1,02,MS,9051,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4744002,4744099,5211701"
80229461000170,80229461,0001,70,1,02,PR,7777,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
07283054000150,07283054,0001,50,1,02,CE,1389,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5011401,5021101,5212500,5250804,7739099"
80393960000106,80393960,0001,06,1,02,PR,7955,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211701,5231102,5250804"
43646975000102,43646975,0001,02,1,02,SP,7075,4930203,Transporte rodoviário de produtos perigosos,"4930202,4520005,5211799"
24899080000127,24899080,0001,27,1,02,DF,9701,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161099,4313400,4399104,4679699,4930201"
62004692000101,62004692,0001,01,1,08,SP,6477,4930203,Transporte rodoviário de produtos perigosos,"3811400,3812200,3822000,3900500,4642702,4684299,4930202,7020400,7739099,7820500"
43872274000183,43872274,0001,83,1,02,SP,7107,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4929999,7711000,6462000,4930201,4930202,4929901,4921302,4921301"
07320386000168,07320386,0001,68,1,02,MG,5401,1013902,Preparação de subprodutos do abate,"1066000,4623109,4789004,4930202,5211799,7711000,7731400"
07344272000158,07344272,0001,58,1,02,RJ,5877,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","3811400,4292801,4299599,4311801,4313400,4399104,4399199,4930201,4930203,5211701,5211799,5212500,5250803,7719599,7732201,7739099,8121400,8129000"
07393844000199,07393844,0001,99,1,02,SP,7075,4687703,Comércio atacadista de resíduos e sucatas metálicos,4930202
07609993000142,07609993,0001,42,1,02,MA,0961,2411300,Produção de ferro-gusa,"0210101,0210199,0230600,0710302,2821601,2861500,3511501,3513100,4623106,4663000,4685100,4689399"
63469811000156,63469811,0001,56,1,02,CE,1247,3821100,Tratamento e disposição de resíduos não-perigosos,"3702900,3811400,3812200,3822000,4110700,6810201,6810202,7112000,7719599,8121400,8129000"
26275420000174,26275420,0001,74,1,02,MG,4123,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4922101,4929901,4929903,4929904,4930201,5240199,7711000,7739099"
46887139000108,46887139,0001,08,1,02,SP,6305,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921302,4929901,4929902,4930201,4930202,6810202"
47063342000114,47063342,0001,14,1,02,SP,6323,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","4922101,4929901,4929902,7911200"
47123542000115,47123542,0001,15,1,02,SP,7107,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4520001,4520002,4923002,4929901,4929902,7711000,7719599,8211300"
27191022000132,27191022,0001,32,1,02,ES,5623,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4520001"
27193630000186,27193630,0001,86,1,02,ES,5623,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,"6810202,7739099,4679699,2330301,2399199,4330401,4313400,4330499,4299599,4930202,4930201"
64571292000103,64571292,0001,03,1,02,SP,6361,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","3313901,3314704,3321000,4399104,8599699"
47886049000157,47886049,0001,57,1,02,SP,6789,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",4929999
48194609000175,48194609,0001,75,1,02,SP,6875,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4921302,4923002,4924800,4929901,4929999"
83707273000106,83707273,0001,06,1,02,SC,8367,2710402,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",3321000
48925481000172,48925481,0001,72,1,02,SP,7075,2829199,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios","2825900,3321000"
28662500000108,28662500,0001,08,1,02,RJ,5869,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4921302
28890663000148,28890663,0001,48,1,02,RJ,5819,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,0990403
29132339000123,29132339,0001,23,1,02,RJ,5897,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis","4930201,4930202,5211701,5250804,5250805,6461100,6463800"
66301334000103,66301334,0001,03,1,02,MG,5041,1052000,Fabricação de laticínios,"1051100,3511501,4623101,4623109,4631100,4632001,4644302,4661300,4671100,4930201,4930202,5211701"
49656192000188,49656192,0001,88,1,02,SP,7157,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,
11520665000142,11520665,0001,42,1,02,PE,2491,4120400,Construção de edifícios,"1921700,4211101,4291000,4299501"
49976251000103,49976251,0001,03,1,02,SP,6555,1931400,Fabricação de álcool,"1071600,3511501,4622200,4623199,0113000"
50115500000147,50115500,0001,47,1,02,SP,6569,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4924800,4929901"
12002804000109,12002804,0001,09,1,02,PE,2457,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","4329199,4399104,5212500,7711000,7719599,7820500"
30527352000160,30527352,0001,60,1,02,RJ,5859,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,0990403
50925551000134,50925551,0001,34,1,02,SP,6619,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4924800,4929901,6463800,7711000"
50949528000180,50949528,0001,80,1,02,SP,6619,2229301,Fabricação de artefatos de material plástico para uso pessoal e doméstico,"2031200,2223400,2229302,2229303,2229399,2319200,2512800,2532201,2599399,2759799,2821601,3314722,3314799,4321500,4322301,4330402,4649401,4649402,4649499,4673700,4679699,4686902,4930201,4930202,5620101,7112000,7119799,7732201"
13032743000195,13032743,0001,95,1,02,BA,3661,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,"1099604,4631100,4634602,4634603,4634699,4635402,4635499,4721103,4722901,4722902,4723700,4729699,4930202"
31675747000173,31675747,0001,73,1,02,RJ,5897,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",4921301
13861430000140,13861430,0001,40,1,02,BA,3467,1312000,"Preparação e fiação de fibras têxteis naturais, exceto algodão",4623107
89716195000184,89716195,0001,84,1,08,RS,8717,4632003,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada","0163600,4623109,4639701,4649499,4930202,5212500"
33087859000139,33087859,0001,39,1,02,RJ,6001,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","3314710,4731800,4921301,4923002,4929901,4929903,4929904,5223100,5320201,7711000"
15378979000103,15378979,0001,03,1,02,MT,9067,4120400,Construção de edifícios,"2330301,2330305,4110700,4211101,4212000,4221902,4221904,4222701,4299599,4313400,4322301,6810201,7732201"
01945637000202,01945637,0002,02,2,02,TO,9733,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","4922101,4929902,4921301,4922103,4929901,7911200,4511106,4924800,4930202,7711000,4923002,4923001,8219999,4520002,4520003,8020001"
33263906000158,33263906,0001,58,1,02,RJ,6001,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
53552691000100,53552691,0001,00,1,02,SP,7107,4313400,Obras de terraplenagem,4930202
33654484000141,33654484,0001,41,1,02,RJ,5833,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",
16041592000120,16041592,0001,20,1,02,BA,3849,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4922102,4929902,4930202,5223100"
71960801000147,71960801,0001,47,1,02,SP,7107,7711000,Locação de automóveis sem condutor,4923001
16234627000147,16234627,0001,47,1,02,BA,3413,2099199,Fabricação de outros produtos químicos não especificados anteriormente,"4684202,4684299"
71983779000150,71983779,0001,50,1,02,SP,6637,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161099,0210107,0230600,3314710,4789099,4930201,6462000,6810201,7731400"
34564161000120,34564161,0001,20,1,02,AM,0255,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4923002
54651344000190,54651344,0001,90,1,02,SP,7135,2062200,Fabricação de produtos de limpeza e polimento,"2012600,2013402,2029100,2051700,2061400,2093200,2222600,2869100,3314711,4623199,4649408,4684299,4930201,4930202,4930203"
72432727000159,72432727,0001,59,1,02,CE,1389,4120400,Construção de edifícios,"1921700,3314717,3811400,4110700,4211101,4212000,4213800,4221903,4299501,4299599,4313400,4319300,4321500,4322301,4322302,4391600,4520001,4923002,4930202,6110801,6810201,7111100,7112000,7410202,7711000,7732201,7732202"
17866823000288,17866823,0002,88,2,02,MG,4477,4789099,Comércio varejista de outros produtos não especificados anteriormente,
17255696000108,17255696,0001,08,1,02,MG,4123,4211101,Construção de rodovias e ferrovias,"4213800,4399104,4520001,4520002,7732201"
07452156000152,07452156,0001,52,1,02,SP,6467,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161003,0161099,4512901,4520001,4520002,4520006,4930203,5211701,5212500,5250804,7731400"
07532851000124,07532851,0001,24,1,02,MG,4123,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4520002,4520007,4924800,4929999,4930202,4930203,4930204,7711000,7739099"
07534580000146,07534580,0001,46,1,02,PE,2435,3821100,Tratamento e disposição de resíduos não-perigosos,"2229399,2330399,3811400,3812200,3822000,3832700,3839401,3839499,6810202"
07546521000198,07546521,0001,98,1,02,GO,9227,4632002,"Comércio atacadista de farinhas, amidos e féculas","4617600,4632001,4633802,4635499,4637107,4637199,4641903,4649499,4672900,4686902,4712100,4721103,4721104,4723700,4930201,4930202,5250801,7490199"
03806553000710,03806553,0007,10,2,02,MT,9067,2330305,Preparação de massa de concreto e argamassa para construção,"4213800,4391600"
58910316000877,58910316,0008,77,2,02,SP,6349,1722200,Fabricação de cartolina e papel-cartão,
07689042000120,07689042,0001,20,1,02,RO,0013,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211701,5211799,5212500,5229099,5320202,7719599"
07915660000141,07915660,0001,41,1,02,SP,6963,0134200,Cultivo de café,
08015412000107,08015412,0001,07,1,02,TO,9241,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"4744004,0990403"
08034991000135,08034991,0001,35,1,02,SP,6929,0151201,Criação de bovinos para corte,
02275901000111,02275901,0001,11,1,02,RN,1779,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios","4623109,4635401,4635402,4637101,4637104,4637105,4637107,4639701,4646002,4649408,4649499,4721104,4723700,4729699,4772500"
05325014000107,05325014,0001,07,1,02,CE,1389,5212500,Carga e descarga,"4292801,4399104,4399199,4520001,5211701,5211799,5229099,5231102,5250805,7732201,7820500,7830200,8299799,8599604"
01751967000763,01751967,0007,63,2,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
03779994000184,03779994,0001,84,1,02,PA,0529,0155501,Criação de frangos para corte,"0111302,0115600,0139303,0155502,0155503,0155505,0163600,1012101,1012102,1012103,1013901,1013902,1041400,1066000,2061400,2062200,2063100,4622200,4623108,4623199,4632001,4632003,4633802,4634602,4721103,4724500,4930203"
07945637000108,07945637,0001,08,1,02,CE,1389,2542000,"Fabricação de artigos de serralheria, exceto esquadrias",
21992946000151,21992946,0001,51,1,02,MG,4743,1052000,Fabricação de laticínios,"0151202,1051100,1093702,3513100,4623109,4631100,4721104,4789004,4789005,4789099,7120100,7490104"
77955532000107,77955532,0001,07,1,02,PR,7535,4211101,Construção de rodovias e ferrovias,
01480091000172,01480091,0001,72,1,02,SP,6603,2211100,Fabricação de pneumáticos e de câmaras-de-ar,"2091600,2212900,2219600,4520001,4530702,4530705,4642701,4689399,4781400,4789099,5211799,7020400,7319002,7319004,7490104,8599604"
01678426000161,01678426,0001,61,1,02,MG,4961,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4929902
06220490000118,06220490,0001,18,1,02,GO,9489,0810004,Extração de calcário e dolomita e beneficiamento associado,"0990403,4689301,4930202"
01904566000100,01904566,0001,00,1,02,MG,4083,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5250803"
38619045000111,38619045,0001,11,1,02,MG,5403,2219600,Fabricação de artefatos de borracha não especificados anteriormente,"2091600,2211100,2539002,2869100,3314705,3314710,4520006,4530702,4663000,4689399,5620103,7319002,8211300,8219999,8599604"
02091250000100,02091250,0001,00,1,02,BA,3849,3811400,Coleta de resíduos não-perigosos,"1610203,1610204,3812200,3821100,4681803,4687701,4687702,4930202,4930203,7732201,7820500"
00739209000171,00739209,0001,71,1,02,SP,6619,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211701,5212500,7120100,7830200,8292000"
04326294000105,04326294,0001,05,1,02,AM,0255,2222600,Fabricação de embalagens de material plástico,3832700
07683539000131,07683539,0001,31,1,02,MA,0803,2330305,Preparação de massa de concreto e argamassa para construção,"4399199,7732201"
