cnpj_basico,cnae_mais_frequente,cnae_descricao,n_estabelecimentos_encontrados,n_cnaes_distintos
45176864,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,1
29249347,1071600,Fabricação de açúcar em bruto,2,2
20523058,9411100,Atividades de organizações associativas patronais e empresariais,2,1
08352952,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",19,3
06018299,0151201,Criação de bovinos para corte,5,3
09499470,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",15,2
76576396,0990403,Atividades de apoio à extração de minerais não-metálicos,9,2
59409607,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
34772245,2330305,Preparação de massa de concreto e argamassa para construção,7,1
07700426,4635402,"Comércio atacadista de cerveja, chope e refrigerante",4,1
59131566,4211101,Construção de rodovias e ferrovias,1,1
57006716,0810004,Extração de calcário e dolomita e beneficiamento associado,1,1
61414749,4211101,Construção de rodovias e ferrovias,1,1
45776055,4211101,Construção de rodovias e ferrovias,4,1
00000031,9312300,"Clubes sociais, esportivos e similares",1,1
00003582,8888888,Atividade Econônica não informada,2,1
00015861,0322101,Criação de peixes em água doce,1,1
00065798,7490101,"Serviços de tradução, interpretação e similares",1,1
03568496,4299599,Outras obras de engenharia civil não especificadas anteriormente,12,2
00305721,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
06248248,4722901,Comércio varejista de carnes - açougues,2,2
27934777,4744001,Comércio varejista de ferragens e ferramentas,2,2
28564466,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",5,3
55890016,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",11,2
59974154,7911200,Agências de viagens,4,4
04836593,4930203,Transporte rodoviário de produtos perigosos,1,1
22370928,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
51254159,2031200,Fabricação de resinas termoplásticas,6,3
07421604,0810004,Extração de calcário e dolomita e beneficiamento associado,3,2
00096881,9602501,"Cabeleireiros, manicure e pedicure",1,1
07249898,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,2,2
03990321,1721400,Fabricação de papel,5,2
30110597,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
01067819,2222600,Fabricação de embalagens de material plástico,2,2
09382573,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,3,1
45214103,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",1,1
88564745,5030102,Navegação de apoio portuário,2,1
08624747,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
09553075,8422100,Defesa,2,1
10401764,0810001,Extração de ardósia e beneficiamento associado,1,1
14676824,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,1,1
18675364,0810009,Extração de basalto e beneficiamento associado,1,1
02999999,2532201,Produção de artefatos estampados de metal,7,6
20739103,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
02077546,2342701,Fabricação de azulejos e pisos,2,1
22084765,2330305,Preparação de massa de concreto e argamassa para construção,2,2
71868939,4924800,Transporte escolar,4,3
24312884,3811400,Coleta de resíduos não-perigosos,13,5
03522692,4632001,Comércio atacadista de cereais e leguminosas beneficiados,7,1
13164085,4679699,Comércio atacadista de materiais de construção em geral,2,1
37789320,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",1,1
28924774,2930101,"Fabricação de cabines, carrocerias e reboques para caminhões",2,2
45227673,4665600,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,1,1
83685354,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,2
00999591,4211101,Construção de rodovias e ferrovias,6,2
41918595,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",3,1
65087687,4211101,Construção de rodovias e ferrovias,1,1
03575041,4211101,Construção de rodovias e ferrovias,1,1
12601233,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,2
17216672,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
04516387,1099604,Fabricação de gelo comum,3,1
07121367,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
00001994,4789099,Comércio varejista de outros produtos não especificados anteriormente,1,1
02491143,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
60832581,0810001,Extração de ardósia e beneficiamento associado,3,3
00805297,2833000,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",1,1
02592047,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,2
07113113,2013401,Fabricação de adubos e fertilizantes organo-minerais,3,1
11414824,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",1,1
10547330,7112000,Serviços de engenharia,2,2
06959311,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",2,2
12219928,2392300,Fabricação de cal e gesso,1,1
23212417,0990402,Atividades de apoio à extração de minerais metálicos não-ferrosos,1,1
13399764,3821100,Tratamento e disposição de resíduos não-perigosos,2,1
15709473,4930203,Transporte rodoviário de produtos perigosos,1,1
27093515,4744001,Comércio varejista de ferragens e ferramentas,1,1
31819438,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
33511455,7711000,Locação de automóveis sem condutor,2,2
14408651,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
08432692,0311601,Pesca de peixes em água salgada,7,3
45992476,1733800,Fabricação de chapas e de embalagens de papelão ondulado,4,2
07973886,4673700,Comércio atacadista de material elétrico,2,2
05143343,6810203,Loteamento de imóveis próprios,1,1
04241322,3314707,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,4,1
19772946,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",2,2
06044537,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
02714199,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
07673005,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,1,1
05098354,1533500,Fabricação de calçados de material sintético,2,2
10378082,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
20350085,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,1,1
11069547,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,1
02195100,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
15287336,2229302,Fabricação de artefatos de material plástico para usos industriais,1,1
04295026,4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",3,3
15482050,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
12240002,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,2,1
18144066,2330305,Preparação de massa de concreto e argamassa para construção,3,1
20791886,2219600,Fabricação de artefatos de borracha não especificados anteriormente,1,1
23005683,0141501,"Produção de sementes certificadas, exceto de forrageiras para pasto",2,2
07513293,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,4,3
14337622,4399104,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,4,2
29884789,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
23506376,7711000,Locação de automóveis sem condutor,3,1
45318376,3314707,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,1,1
57155150,4211101,Construção de rodovias e ferrovias,1,1
03548281,1312000,"Preparação e fiação de fibras têxteis naturais, exceto algodão",2,2
02730980,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
22690390,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
42977769,7112000,Serviços de engenharia,1,1
83386797,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",2,2
00583122,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
86959426,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
04165197,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",2,2
08090788,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,4,1
00003549,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,1,1
08219477,6462000,Holdings de instituições não-financeiras,3,3
11843560,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
12260690,2330302,Fabricação de artefatos de cimento para uso na construção,1,1
12950140,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
15606735,6810201,Compra e venda de imóveis próprios,1,1
24996960,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
34038046,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",1,1
15474486,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",8,3
53832359,4930203,Transporte rodoviário de produtos perigosos,1,1
00078502,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",1,1
06015015,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
73336448,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",1,1
07831927,7711000,Locação de automóveis sem condutor,1,1
05686604,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",3,2
29535275,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,2
47340930,2532202,Metalurgia do pó,4,1
00000033,8640299,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,1,1
30019349,1052000,Fabricação de laticínios,2,2
31659735,4211101,Construção de rodovias e ferrovias,1,1
34040367,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,1,1
04022404,4744005,Comércio varejista de materiais de construção não especificados anteriormente,2,2
51689935,4313400,Obras de terraplenagem,1,1
46447673,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
60999412,6810202,Aluguel de imóveis próprios,2,1
12891455,0230600,Atividades de apoio à produção florestal,1,1
17173460,3520401,Produção de gás; processamento de gás natural,2,1
13164401,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,1,1
29064366,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",1,1
31433771,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",1,1
36128741,5221400,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",1,1
44825343,4120400,Construção de edifícios,1,1
48821167,8129000,Atividades de limpeza não especificadas anteriormente,1,1
52468198,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,2,1
08086512,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",1,1
41804972,4211101,Construção de rodovias e ferrovias,1,1
07956749,4669901,Comércio atacadista de bombas e compressores; partes e peças,1,1
05564306,3811400,Coleta de resíduos não-perigosos,1,1
10311239,3701100,Gestão de redes de esgoto,1,1
12431786,0134200,Cultivo de café,2,2
17950139,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),1,1
21870861,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
26893667,3822000,Tratamento e disposição de resíduos perigosos,1,1
60717657,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
59770233,8121400,Limpeza em prédios e em domicílios,1,1
00064676,4616800,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",1,1
00085007,2330302,Fabricação de artefatos de cimento para uso na construção,1,1
09454325,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
10653638,4312600,Perfurações e sondagens,1,1
10718163,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,1,1
10539549,5211701,Armazéns gerais - emissão de warrant,1,1
16541130,4682600,Comércio atacadista de gás liqüefeito de petróleo (GLP),1,1
30614462,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,1,1
06635702,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
02800821,3511501,Geração de energia elétrica,2,1
31518897,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
19638964,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
01623403,3250705,Fabricação de materiais para medicina e odontologia,2,2
57262211,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
63980341,4211101,Construção de rodovias e ferrovias,1,1
00000071,7311400,Agências de publicidade,1,1
05167354,0119903,Cultivo de batata-inglesa,1,1
02588152,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
01564597,1011201,Frigorífico - abate de bovinos,1,1
05876672,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
00000529,7311400,Agências de publicidade,1,1
00801700,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
07173830,2341900,Fabricação de produtos cerâmicos refratários,1,1
07901411,4924800,Transporte escolar,1,1
00000097,6462000,Holdings de instituições não-financeiras,1,1
09068173,4312600,Perfurações e sondagens,1,1
07743406,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",3,2
06862627,4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",472,11
34230979,4299599,Outras obras de engenharia civil não especificadas anteriormente,222,10
05571228,2013402,"Fabricação de adubos e fertilizantes, exceto organo-minerais",17,3
41905203,5250804,Organização logística do transporte de carga,12,5
21362359,1091101,Fabricação de produtos de panificação industrial,6,2
08944802,0810007,Extração de argila e beneficiamento associado,6,3
01274689,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",15,4
00057240,2330305,Preparação de massa de concreto e argamassa para construção,51,11
85090033,4639701,Comércio atacadista de produtos alimentícios em geral,36,12
13520896,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,1
10728901,4213800,"Obras de urbanização - ruas, praças e calçadas",4,1
00000013,6920601,Atividades de contabilidade,2,1
00004874,4754701,Comércio varejista de móveis,1,1
00028618,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",1,1
01829874,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
01847902,2061400,Fabricação de sabões e detergentes sintéticos,1,1
05436332,8211300,Serviços combinados de escritório e apoio administrativo,3,3
00357038,3511501,Geração de energia elétrica,169,2
01543722,4211101,Construção de rodovias e ferrovias,4,1
02474103,3511501,Geração de energia elétrica,46,5
03094645,4211101,Construção de rodovias e ferrovias,14,5
02315076,4211101,Construção de rodovias e ferrovias,1,1
05724262,4313400,Obras de terraplenagem,4,3
05251648,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,1
06151921,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",24,5
07069487,4646002,Comércio atacadista de produtos de higiene pessoal,10,8
09411448,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",13,3
13342753,0891600,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",8,3
04259456,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
17799438,4930203,Transporte rodoviário de produtos perigosos,13,3
19974518,0810001,Extração de ardósia e beneficiamento associado,15,5
21562418,4930203,Transporte rodoviário de produtos perigosos,15,3
24380578,2014200,Fabricação de gases industriais,68,8
24946352,4211101,Construção de rodovias e ferrovias,16,2
29291184,4930203,Transporte rodoviário de produtos perigosos,42,3
32296378,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",53,14
33051624,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",4,3
35029057,0810007,Extração de argila e beneficiamento associado,14,7
37113180,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",22,7
56927163,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",62,2
06216544,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,1,1
55109474,0113000,Cultivo de cana-de-açúcar,98,3
58180316,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",33,7
58746744,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4,1
57622466,1013901,Fabricação de produtos de carne,5,4
61442737,0893200,Extração de gemas (pedras preciosas e semipreciosas),71,10
76436146,4211101,Construção de rodovias e ferrovias,6,1
77837979,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,17,3
88676127,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",41,6
96825575,5211701,Armazéns gerais - emissão de warrant,38,6
61024295,5211701,Armazéns gerais - emissão de warrant,20,1
24899080,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,2
43872274,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",3,2
11520665,4120400,Construção de edifícios,2,1
33654484,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",4,1
17162983,4211101,Construção de rodovias e ferrovias,57,6
07022473,5229099,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,33,4
76299270,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",27,4
12790622,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",6,4
38619045,2219600,Fabricação de artefatos de borracha não especificados anteriormente,8,3
04899037,0322107,Atividades de apoio à aqüicultura em água doce,13,5
08094471,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,2
06111433,4687703,Comércio atacadista de resíduos e sucatas metálicos,1,1
10483444,1052000,Fabricação de laticínios,59,8
20673489,2599399,Fabricação de outros produtos de metal não especificados anteriormente,2,1
62545686,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,20,5
96735758,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",16,5
71896880,5229099,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,6,3
00010627,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",3,1
00056491,6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",1,1
83951236,4641903,Comércio atacadista de artigos de armarinho,8,6
31639701,2851800,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",2,2
05463581,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",2,1
00679427,3811400,Coleta de resíduos não-perigosos,34,10
08703867,3511501,Geração de energia elétrica,2,1
08774241,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",6,1
07779299,3512300,Transmissão de energia elétrica,20,3
09320530,3315500,Manutenção e reparação de veículos ferroviários,2,1
42942235,1052000,Fabricação de laticínios,14,5
03990289,4687703,Comércio atacadista de resíduos e sucatas metálicos,4,1
01353824,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),4,2
07215293,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,2
08191086,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8,2
09646672,4120400,Construção de edifícios,4,2
31423643,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,1
08845896,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",6,2
14781342,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,2,2
76667682,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",21,2
10912900,4639701,Comércio atacadista de produtos alimentícios em geral,13,1
08201761,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,1
15733416,2320600,Fabricação de cimento,3,2
54423934,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",9,1
18339696,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
01899414,7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",3,3
03503152,4211101,Construção de rodovias e ferrovias,16,2
23110922,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
12027138,4744001,Comércio varejista de ferragens e ferramentas,4,2
14779384,0810002,Extração de granito e beneficiamento associado,6,1
06296177,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente,6,3
97527545,4634603,Comércio atacadista de pescados e frutos do mar,2,2
37891520,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",7,2
05771750,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,1
05644129,4645103,Comércio atacadista de produtos odontológicos,14,3
04680660,1122401,Fabricação de refrigerantes,6,2
02112964,0810005,Extração de gesso e caulim,2,1
06912544,7911200,Agências de viagens,2,1
19853264,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",3,1
31076938,0151201,Criação de bovinos para corte,10,8
39329236,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",1,1
31499115,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
05931640,7711000,Locação de automóveis sem condutor,7,3
44161185,0723501,Extração de minério de manganês,6,4
07677731,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",25,2
01895390,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
22330577,4679602,Comércio atacadista de mármores e granitos,4,3
94772233,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",10,5
50284614,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,1,1
51079953,0724302,Beneficiamento de minério de metais preciosos,1,1
48822201,1041400,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",1,1
17027781,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,7,1
11545190,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",3,2
66707654,2812700,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",3,1
55018852,4211101,Construção de rodovias e ferrovias,1,1
33921435,4930203,Transporte rodoviário de produtos perigosos,3,1
00016691,8888888,Atividade Econônica não informada,1,1
01135910,7711000,Locação de automóveis sem condutor,2,1
01395648,3511501,Geração de energia elétrica,5,2
07137359,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",2,1
05824747,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
12331922,4721104,"Comércio varejista de doces, balas, bombons e semelhantes",5,3
17112541,0810001,Extração de ardósia e beneficiamento associado,7,3
02710921,4313400,Obras de terraplenagem,1,1
51866804,1922599,"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino",4,3
75164350,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,2
59107938,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",29,3
75619056,5620101,Fornecimento de alimentos preparados preponderantemente para empresas,2,2
76538412,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
75303222,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
92807254,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
61260808,4687703,Comércio atacadista de resíduos e sucatas metálicos,1,1
06077688,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),5,2
07286417,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
02295361,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",12,2
06235812,4930203,Transporte rodoviário de produtos perigosos,18,4
55254825,4744005,Comércio varejista de materiais de construção não especificados anteriormente,2,2
00003591,4789002,Comércio varejista de plantas e flores naturais,1,1
05600628,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,3
10806990,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",3,2
80389273,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
04746729,0810002,Extração de granito e beneficiamento associado,6,3
07998850,0134200,Cultivo de café,5,2
41834524,0810002,Extração de granito e beneficiamento associado,5,2
11895432,0910600,Atividades de apoio à extração de petróleo e gás natural,6,2
03357873,2222600,Fabricação de embalagens de material plástico,6,3
09572788,4211101,Construção de rodovias e ferrovias,6,3
13091720,3811400,Coleta de resíduos não-perigosos,1,1
14735941,0910600,Atividades de apoio à extração de petróleo e gás natural,2,1
34149823,0155501,Criação de frangos para corte,12,7
05065496,4679699,Comércio atacadista de materiais de construção em geral,2,1
03526090,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",10,2
03129679,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",6,3
76491109,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,1
21072440,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",1,1
11987276,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,1
32279043,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
10713051,3839499,Recuperação de materiais não especificados anteriormente,2,2
44935680,2062200,Fabricação de produtos de limpeza e polimento,1,1
13938283,2330305,Preparação de massa de concreto e argamassa para construção,5,1
20757012,4321500,Instalação e manutenção elétrica,4,1
17551250,4211101,Construção de rodovias e ferrovias,5,2
01069184,0131800,Cultivo de laranja,7,2
10851723,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",3,3
32750290,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",2,2
44026037,0810004,Extração de calcário e dolomita e beneficiamento associado,10,4
67277617,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,1,1
00002315,4789099,Comércio varejista de outros produtos não especificados anteriormente,1,1
00009015,5611203,"Lanchonetes, casas de chá, de sucos e similares",1,1
00011641,2222600,Fabricação de embalagens de material plástico,1,1
00083539,8112500,Condomínios prediais,1,1
